id,name,address,city,state,zip,category,subcategory,annual_revenue,employee_count,founded_year,lat,lon,is_active,last_inspection_date
562,Ventures Agency,4619 Broadway Ct,Vancouver,WA,98665,Healthcare,Telehealth,15402099,2501,1961,46.0,-122.708027,false,2024-07-23
563,Pioneer & Data LLC,1040 Elm Dr,Bellingham,WA,98229,Retail,Apparel,33124639,88,2004,48.766161,-122.530797,true,2021-07-12
564,Bay Systems Enterprises,3215 Main Ln,Everett,WA,98204,Manufacturing,Metal Fabrication,16439745,4327,1955,48.002215,-122.178787,true,2021-11-21
565,Olympic Logic Associates,7025 Adams Ln,Spokane,WA,99203,Food & Beverage,Catering,25100644,928,1993,47.620978,-117.445954,false,2022-10-20
566,Columbia & Works Inc,6549 Sunrise Dr,Yakima,WA,98901,Food & Beverage,Restaurant,31125227,4000,1957,46.574808,-120.512025,true,2025-02-28
567,Summit Analytics Associates,1760 Broadway Pl,Renton,WA,98056,Retail,Home Goods,5737058,4335,2015,47.44286,-122.208033,true,2024-08-09
568,Connect Enterprises,5003 Canyon Ln,Bellevue,WA,98005,Manufacturing,Aerospace,36049032,2208,1963,47.568676,-122.181204,false,2024-12-04
569,Systems Co,759 Lake Ln,Tacoma,WA,98407,Healthcare,Clinic Services,49973893,2714,1954,47.279651,-122.499303,true,2022-03-26
570,The Urban Solutions,8322 Willow Blvd,Everett,WA,98201,Professional Services,Accounting,7289676,174,1966,47.934255,-122.201312,true,2025-08-10
571,Coastal Edge Industries,7216 Jefferson Dr,Seattle,WA,98112,Professional Services,Legal,32660159,677,2004,47.556245,-122.29042,true,2021-09-16
572,The Columbia Dynamics,3350 Jefferson St,Vancouver,WA,98665,Food & Beverage,Catering,49070120,4116,1973,46.0,-122.637993,true,2021-09-01
573,Evergreen Solutions Enterprises,3370 Elm Ave,Redmond,WA,98053,Technology,Hardware,27383251,4301,1989,47.658154,-122.147137,true,2022-08-05
574,Group Corp,6056 Commerce Way,Redmond,WA,98053,Retail,Sporting Goods,16623784,2621,1956,47.667503,-122.118816,true,2020-01-03
575,Cedar Enterprises,4233 Adams Way,Seattle,WA,98115,Professional Services,Accounting,20475032,914,1962,47.575437,-122.333353,true,2021-06-17
576,Innovations Co,3541 Willow St,Renton,WA,98055,Retail,Home Goods,8806727,4931,1965,47.519152,-122.179331,true,2022-02-19
577,Edge Associates,7869 Valley Ct,Redmond,WA,98052,Professional Services,Marketing,2990113,1048,1974,47.72106,-122.171014,true,2022-10-31
578,The Puget Design,6964 Monroe Ave,Kennewick,WA,99336,Food & Beverage,Brewery,40258521,2246,1966,46.25739,-119.146182,true,2020-09-06
579,Bay Corp,7272 Monroe Ln,Bellingham,WA,98229,Professional Services,Legal,26239026,3284,1984,48.778886,-122.492301,true,2020-01-15
580,Peak & Ventures Agency,4340 Harbor Rd,Tacoma,WA,98405,Food & Beverage,Catering,47580168,2200,2020,47.261054,-122.498937,true,2022-07-06
581,Columbia Solutions Group,4179 Sunrise Ct,Seattle,WA,98104,Food & Beverage,Catering,143949,2847,1997,47.585021,-122.313246,true,2022-12-17
582,Northwest Associates,4682 Forest Dr,Vancouver,WA,98660,Healthcare,Telehealth,36113544,4779,1963,46.0,-122.694613,true,2024-04-13
583,The Columbia Works,2650 Lincoln Rd,Spokane,WA,99207,Retail,Electronics,24789012,1216,2011,47.698022,-117.463523,true,2022-01-13
584,Group Inc,2769 Forest Ln,Everett,WA,98203,Healthcare,Pharmaceuticals,4710987,1176,1959,47.942663,-122.201138,true,2025-02-06
585,The Pacific Edge,6391 Oak St,Kennewick,WA,99336,Professional Services,Marketing,43300462,359,1966,46.162028,-119.136787,true,2020-12-08
586,Craft Industries,1492 Valley Blvd,Kirkland,WA,98034,Healthcare,Medical Devices,37822306,3640,1970,47.715088,-122.268872,true,2025-05-15
587,Bay Systems Inc,1784 Industrial St,Tacoma,WA,98409,Healthcare,Medical Devices,27919282,1162,1950,47.255223,-122.467905,false,2020-04-08
588,Pioneer Analytics Consulting,8157 River St,Redmond,WA,98052,Manufacturing,Food Processing,6877404,2309,1995,47.627685,-122.101356,true,2023-09-28
589,Design Agency,9924 Forest Ln,Bellevue,WA,98005,Retail,Apparel,44829958,2471,1986,47.65747,-122.187459,true,2021-03-01
590,Cascade LLC,5347 Hill Ln,Kirkland,WA,98034,Manufacturing,Metal Fabrication,48458540,3920,1958,47.664293,-122.238152,true,2024-10-16
591,Analytics Associates,8197 Broadway Pl,Vancouver,WA,98665,Retail,Electronics,27829334,4930,1992,46.0,-122.610627,true,2022-10-04
592,The Bay Craft,1469 Division Ct,Kent,WA,98042,Manufacturing,Metal Fabrication,46589926,1797,1961,47.379652,-122.225948,true,2020-01-12
593,Health Associates,2383 Industrial Pl,Redmond,WA,98052,Technology,Cloud Services,37060564,3450,1981,47.677005,-122.065086,true,2022-07-08
594,Olympic Analytics Industries,7058 Canyon Ave,Seattle,WA,98144,Professional Services,Legal,7164199,4765,1959,47.564068,-122.306506,true,2021-10-09
595,Pacific Enterprises,3088 Jefferson Blvd,Seattle,WA,98146,Healthcare,Clinic Services,35446572,2454,2010,47.566953,-122.360595,true,2023-10-13
596,Northwest & Edge LLC,2727 Main Ln,Everett,WA,98208,Professional Services,Consulting,45677554,3722,2020,47.954412,-122.241294,true,2022-11-22
597,Summit & Labs Corp,6285 Lake Rd,Kennewick,WA,99337,Food & Beverage,Brewery,41593323,459,1978,46.235122,-119.14916,true,2020-11-12
598,Horizon Analytics LLC,6186 Broadway Rd,Yakima,WA,98903,Professional Services,Marketing,7324660,856,1959,46.59729,-120.491676,true,2023-10-06
599,Edge Inc,3175 Valley Ave,Seattle,WA,98108,Healthcare,Clinic Services,18113559,697,2022,47.569531,-122.377224,true,2025-06-04
600,Alpine & Group Enterprises,3292 Ridge Ln,Seattle,WA,98146,Technology,Cloud Services,23929836,1062,1962,47.561185,-122.352967,true,2025-08-24
601,Bridge Inc,2741 Hill Pl,Bellevue,WA,98004,Food & Beverage,Catering,42056976,765,1979,47.552842,-122.164472,true,2021-07-30
602,The Cedar Logic,2249 Meadow Dr,Bellingham,WA,98226,Professional Services,Legal,41890414,3530,1955,48.80921,-122.479806,true,2024-05-06
603,Urban Inc,5171 Elm Pl,Redmond,WA,98052,Healthcare,Medical Devices,30571638,2570,1971,47.724962,-122.111972,false,2021-10-23
604,Labs Holdings,7342 Lake St,Bellevue,WA,98008,Retail,Home Goods,32816506,325,1996,47.592404,-122.251464,true,2024-06-30
605,Cedar Partners Associates,6869 Monroe Pl,Kent,WA,98032,Food & Beverage,Catering,45855530,350,1957,47.372899,-122.228502,true,2022-09-29
606,The Horizon Services,1295 Sunset Ln,Vancouver,WA,98663,Food & Beverage,Restaurant,44955934,766,1994,46.0,-122.717364,true,2025-12-31
607,The Horizon Design,5485 Cedar Way,Kennewick,WA,99337,Manufacturing,Aerospace,40608545,3984,1977,46.160299,-119.112187,true,2025-05-04
608,Urban Consulting,5345 Maple Pkwy,Bellevue,WA,98007,Retail,Sporting Goods,4237610,2962,2005,47.554594,-122.241311,false,2022-05-24
609,Columbia Consulting,1469 Hill St,Seattle,WA,98109,Healthcare,Medical Devices,27233685,670,1988,47.664317,-122.307959,true,2025-01-23
610,The Summit Health,5703 Harbor Blvd,Yakima,WA,98902,Manufacturing,Metal Fabrication,23489532,3434,2011,46.565693,-120.462831,true,2021-10-20
611,Pacific Studio,1374 Hill Way,Vancouver,WA,98665,Manufacturing,Food Processing,49331836,2593,1951,46.0,-122.661562,true,2025-02-21
612,Coastal Labs Agency,7481 Lake Pl,Kennewick,WA,99338,Healthcare,Telehealth,38864224,799,1954,46.253716,-119.186367,true,2022-02-07
613,Evergreen & Works Consulting,335 Canyon Way,Kent,WA,98030,Professional Services,Legal,20313150,2515,2014,47.392113,-122.264064,true,2021-05-25
614,The Alpine Innovations,8671 Meadow St,Vancouver,WA,98661,Manufacturing,Metal Fabrication,30841128,3510,1997,46.0,-122.680314,true,2021-10-28
615,Coastal & Group Industries,1725 Elm St,Federal Way,WA,98003,Manufacturing,Food Processing,43645568,135,2002,47.294203,-122.290847,true,2021-02-12
616,Rainier Co,7548 Willow St,Spokane,WA,99204,Manufacturing,Metal Fabrication,31562593,1020,1994,47.669748,-117.486084,false,2025-03-15
617,Logic Group,4433 Harbor Ln,Kent,WA,98031,Professional Services,Marketing,329008,3397,1954,47.320913,-122.245043,true,2021-09-20
618,The Coastal Dynamics,3256 Cherry Ave,Bellingham,WA,98229,Retail,Home Goods,28846577,1056,1999,48.730211,-122.424901,false,2021-12-12
619,Olympic & Logic Corp,6522 Market Ct,Kent,WA,98031,Retail,Electronics,21686208,1670,1961,47.372488,-122.278051,true,2024-11-26
620,Cascade Bridge Enterprises,2238 Madison Way,Seattle,WA,98106,Professional Services,Legal,16137463,1817,1988,47.553338,-122.305091,true,2022-10-01
621,Olympic & Tech Consulting,1794 Park Pl,Vancouver,WA,98664,Manufacturing,Food Processing,8283205,878,1968,46.0,-122.697004,true,2022-01-09
622,The Evergreen Analytics,459 Division St,Bellevue,WA,98007,Technology,Cybersecurity,42038859,626,1976,47.651355,-122.150474,true,2024-03-17
623,Pacific & Services Consulting,615 Park Way,Kennewick,WA,99337,Retail,Sporting Goods,32524716,4916,2019,46.247026,-119.178423,true,2025-11-07
624,Pacific Agency,3643 Canyon St,Vancouver,WA,98661,Retail,Apparel,2029551,2684,1967,46.0,-122.726453,true,2021-06-02
625,The Bay Group,7244 Monroe Ln,Kirkland,WA,98033,Retail,Sporting Goods,16833467,1417,1975,47.643909,-122.258964,true,2023-02-25
626,The Urban Design,9870 Commerce Way,Kent,WA,98042,Technology,Cloud Services,7268169,4975,1999,47.339878,-122.2653,true,2023-12-16
627,The Peak Labs,4908 Spring Ln,Renton,WA,98055,Professional Services,Consulting,7744028,1474,1991,47.483928,-122.143266,true,2022-01-31
628,Olympic Partners Corp,5319 Main Way,Renton,WA,98056,Healthcare,Medical Devices,31280896,4649,1991,47.455822,-122.205401,true,2020-09-28
629,Columbia Edge Consulting,9503 Division Ln,Kent,WA,98032,Retail,Electronics,21532984,1624,1975,47.383271,-122.27765,true,2025-07-16
630,Summit & Edge Associates,6372 Pacific Pkwy,Everett,WA,98201,Technology,Cloud Services,19178503,147,2023,47.970548,-122.245109,false,2025-03-06
631,Peak Health Associates,1237 Jefferson St,Kirkland,WA,98034,Healthcare,Telehealth,48586732,2466,1985,47.624441,-122.205984,true,2023-11-17
632,Rainier Ventures Holdings,6226 Washington Ave,Kent,WA,98031,Technology,Cloud Services,3260101,86,1967,47.379258,-122.284351,true,2023-08-15
633,Alpine Craft Inc,4354 Maple St,Yakima,WA,98901,Professional Services,Marketing,20470562,615,1983,46.567161,-120.559438,true,2024-04-03
634,Puget Associates,9670 Division Pl,Kirkland,WA,98033,Professional Services,Legal,35064969,4323,1980,47.730983,-122.199986,true,2025-06-30
635,Rainier & Data Associates,4071 Sunrise St,Kirkland,WA,98033,Retail,Sporting Goods,33242430,494,1977,47.6471,-122.238343,true,2022-06-04
636,Logic Agency,5208 Madison Blvd,Everett,WA,98201,Manufacturing,Aerospace,8778213,1793,1996,47.978517,-122.219146,true,2025-01-27
637,Design LLC,9557 Washington Blvd,Yakima,WA,98908,Food & Beverage,Catering,7242284,903,1980,46.633603,-120.547446,true,2025-03-02
638,Alpine & Labs Corp,1477 Spring Ln,Tacoma,WA,98404,Retail,Apparel,10157940,3252,2014,47.247149,-122.436294,true,2023-09-28
639,Design Co,3203 Cherry Blvd,Seattle,WA,98133,Manufacturing,Food Processing,18567060,4339,2013,47.594374,-122.384104,true,2021-03-23
640,Health Studio,4011 Cedar Ct,Spokane,WA,99202,Technology,Hardware,18535772,1856,2001,47.715077,-117.46365,true,2021-02-18
641,Innovations Consulting,9869 Industrial Ave,Redmond,WA,98052,Professional Services,Accounting,12470429,4123,2011,47.669421,-122.159477,true,2022-09-04
642,The Metro Solutions,7111 Meadow Ave,Tacoma,WA,98403,Retail,Apparel,17755478,631,1971,47.209997,-122.460141,true,2020-02-09
643,Pioneer Connect Corp,384 Industrial Rd,Olympia,WA,98502,Retail,Sporting Goods,9887015,770,1962,47.049979,-122.901403,true,2023-10-06
644,The Urban Labs,322 Spring Dr,Everett,WA,98204,Manufacturing,Metal Fabrication,34801053,4881,2011,47.962094,-122.194514,true,2025-10-28
645,The Pioneer Solutions,606 Pacific Pkwy,Vancouver,WA,98665,Professional Services,Consulting,46744755,3529,1996,46.0,-122.680762,true,2020-12-31
646,Bay Agency,4446 Spring Way,Redmond,WA,98053,Manufacturing,Metal Fabrication,39587042,3419,1985,47.622952,-122.147129,true,2020-06-17
647,Bridge Associates,1905 Main Pl,Olympia,WA,98502,Food & Beverage,Brewery,31344035,1231,2016,47.080101,-122.945245,false,2021-10-28
648,Health Co,9816 Park Ave,Kirkland,WA,98034,Manufacturing,Food Processing,20573333,42,2005,47.627754,-122.234633,true,2020-01-03
649,Peak Craft LLC,4534 Hill Rd,Seattle,WA,98118,Retail,Electronics,39323773,662,1987,47.592026,-122.356008,true,2025-04-22
650,Analytics Corp,5048 Harbor Blvd,Kennewick,WA,99338,Retail,Electronics,29297134,2642,2024,46.247405,-119.123555,true,2022-03-28
651,The Cascade Group,9042 Forest Ln,Kirkland,WA,98034,Healthcare,Telehealth,6495289,1136,2017,47.686514,-122.233873,true,2023-07-07
652,Coastal Design Holdings,9257 Oak Ln,Federal Way,WA,98003,Professional Services,Accounting,9484539,2478,1981,47.316205,-122.31868,true,2024-03-08
653,Olympic Analytics Consulting,7682 Madison Ave,Tacoma,WA,98402,Food & Beverage,Brewery,3720368,2214,1963,47.196424,-122.398587,true,2021-02-02
654,Puget & Bridge Consulting,968 Sunrise Ct,Yakima,WA,98902,Retail,Sporting Goods,37768486,4058,1967,46.622871,-120.466282,true,2021-09-25
655,Urban Industries,1979 Cedar Ave,Kirkland,WA,98033,Professional Services,Accounting,40569705,992,2016,47.706297,-122.157616,true,2022-04-16
656,The Northwest Systems,8025 Forest Rd,Bellevue,WA,98008,Manufacturing,Aerospace,17516526,3598,1965,47.649927,-122.206742,true,2020-03-29
657,The Bay Works,4851 Industrial St,Tacoma,WA,98418,Healthcare,Pharmaceuticals,33132263,3010,1985,47.210493,-122.411,true,2021-03-15
658,Puget Bridge Enterprises,9611 Harbor Ave,Everett,WA,98208,Manufacturing,Food Processing,2910971,2906,1967,47.93778,-122.225989,true,2025-02-20
659,Peak & Works Associates,6499 Monroe St,Kirkland,WA,98033,Technology,Hardware,44067995,1241,1995,47.66293,-122.167299,true,2023-10-21
660,The Rainier Analytics,6268 Jefferson Pkwy,Everett,WA,98203,Professional Services,Legal,38707319,4154,2017,47.953401,-122.168487,true,2023-08-20
661,Cascade Inc,3896 Washington St,Olympia,WA,98506,Food & Beverage,Brewery,45638546,3903,1991,47.050139,-122.860414,true,2022-08-27
662,Health Studio,1975 Maple St,Bellevue,WA,98007,Healthcare,Telehealth,25170331,4969,1953,47.640698,-122.209593,false,2023-08-08
663,Harbor Co,4236 Adams Pl,Bellevue,WA,98006,Professional Services,Marketing,15182816,1649,1970,47.595315,-122.141335,true,2025-12-04
664,Puget Inc,185 Canyon Ln,Bellingham,WA,98229,Healthcare,Medical Devices,36730419,590,1993,48.759853,-122.464506,true,2025-12-03
665,Alpine & Innovations Studio,2358 Cedar Pl,Everett,WA,98208,Healthcare,Pharmaceuticals,42024628,3082,1959,47.988444,-122.203152,true,2021-06-04
666,Edge Agency,469 Sunset Dr,Bellingham,WA,98226,Food & Beverage,Brewery,26251072,2932,1958,48.70211,-122.480155,true,2021-10-08
667,Peak & Group Enterprises,1028 Park Pkwy,Kirkland,WA,98034,Technology,Hardware,17703192,246,1954,47.722383,-122.158183,true,2022-12-04
668,The Soundside Health,1294 Maple Way,Redmond,WA,98052,Retail,Apparel,27983405,4901,1960,47.626715,-122.11435,true,2025-05-15
669,The Pioneer Innovations,5071 Sunset Ave,Tacoma,WA,98401,Retail,Apparel,1818574,1608,2018,47.202487,-122.440408,true,2024-04-02
670,The Horizon Solutions,9103 Lake St,Spokane,WA,99208,Professional Services,Consulting,7968346,3013,1995,47.6663,-117.483743,true,2024-11-23
671,Pioneer & Design Industries,9406 Maple Ave,Kennewick,WA,99338,Technology,Hardware,16822008,466,1959,46.177844,-119.129366,true,2024-12-01
672,Pioneer & Group LLC,6617 Jefferson St,Tacoma,WA,98402,Retail,Apparel,5175632,2050,2019,47.227695,-122.42771,true,2024-01-02
673,Bay Consulting,8731 Commerce Way,Kennewick,WA,99338,Healthcare,Telehealth,36384025,4125,1963,46.235576,-119.087029,true,2024-08-09
674,Logic Co,9159 Sunrise St,Vancouver,WA,98662,Food & Beverage,Bakery,48697937,1163,1954,46.0,-122.705573,false,2024-12-08
675,The Columbia Labs,5021 Elm Ave,Spokane,WA,99205,Manufacturing,Aerospace,40969477,3146,2013,47.602555,-117.389641,true,2024-04-16
676,Craft Inc,612 Spring Ave,Kent,WA,98042,Manufacturing,Aerospace,22613227,2151,1977,47.346934,-122.244481,true,2023-10-28
677,The Northwest Systems,4809 Madison Ln,Vancouver,WA,98664,Food & Beverage,Bakery,48316050,4656,2016,46.0,-122.636086,true,2024-04-10
678,Columbia & Data Co,4946 Meadow Pkwy,Everett,WA,98208,Professional Services,Legal,2640818,2247,1996,47.935825,-122.258178,true,2022-10-23
679,The Soundside Labs,7681 Oak Pl,Bellingham,WA,98225,Professional Services,Consulting,31352225,304,1995,48.704917,-122.471787,true,2022-06-11
680,Soundside Holdings,4327 Commerce Dr,Kent,WA,98035,Technology,Software,8587756,1864,1972,47.353173,-122.216761,true,2020-07-22
681,Metro Bridge Associates,9167 Sunset Ave,Redmond,WA,98053,Technology,Software,17326846,133,1995,47.632111,-122.119194,true,2020-07-02
682,Puget Corp,3443 Ridge Pkwy,Olympia,WA,98503,Healthcare,Clinic Services,45752227,3408,1959,46.9931,-122.899167,true,2023-03-05
683,Innovations Holdings,610 River Way,Tacoma,WA,98401,Technology,Cloud Services,19570131,1230,1953,47.262836,-122.456766,true,2022-05-16
684,Harbor Consulting,6343 Elm St,Bellingham,WA,98225,Retail,Home Goods,37993511,4125,2023,48.802793,-122.494539,true,2024-09-08
685,Northwest & Edge Holdings,8625 Lincoln Way,Federal Way,WA,98023,Professional Services,Consulting,13137811,4713,1987,47.361711,-122.306669,false,2023-09-08
686,The Puget Dynamics,6029 Elm Way,Redmond,WA,98052,Retail,Electronics,24363339,3967,1979,47.664699,-122.090217,true,2024-09-11
687,Coastal Consulting,4364 Industrial Way,Redmond,WA,98053,Food & Beverage,Catering,7966431,668,2002,47.721086,-122.150607,true,2021-08-30
688,Summit Inc,2079 Division Dr,Olympia,WA,98506,Manufacturing,Metal Fabrication,49902087,828,1966,47.085773,-122.936227,true,2024-11-02
689,Analytics Enterprises,2188 Cherry Ct,Seattle,WA,98108,Professional Services,Legal,47830404,2404,1965,47.668792,-122.374115,true,2023-10-10
690,The Alpine Ventures,7238 Industrial Pl,Olympia,WA,98502,Food & Beverage,Restaurant,49270535,1503,2015,47.099296,-122.954571,true,2020-02-01
691,Soundside & Ventures LLC,9735 Commerce St,Olympia,WA,98502,Food & Beverage,Brewery,20004722,4042,1993,47.060869,-122.905577,true,2025-10-21
692,Summit Inc,7153 Commerce Pkwy,Kennewick,WA,99338,Food & Beverage,Bakery,21146838,815,1994,46.184231,-119.153912,true,2021-04-30
693,Rainier Labs Studio,3895 Commerce Blvd,Kirkland,WA,98033,Retail,Sporting Goods,13931006,4524,2015,47.67267,-122.163758,true,2020-04-22
694,Innovations Co,9457 Broadway Pl,Olympia,WA,98502,Technology,Hardware,30507316,2417,1964,46.9808,-122.860099,true,2021-05-06
695,Columbia Systems Associates,3744 Cedar Way,Everett,WA,98203,Manufacturing,Food Processing,34078232,2748,1985,47.951567,-122.15626,true,2025-10-01
696,Puget Associates,9245 Maple Ave,Spokane,WA,99204,Technology,Cloud Services,9235503,4804,1998,47.707073,-117.485397,true,2022-06-20
697,Summit Group,3353 Elm Ct,Spokane,WA,99204,Healthcare,Clinic Services,264594,3558,1958,47.656414,-117.431859,true,2022-05-04
698,Bridge Co,8033 Forest Dr,Vancouver,WA,98661,Healthcare,Medical Devices,19653567,3974,2012,46.0,-122.698431,true,2024-05-25
699,Design Holdings,4153 Broadway St,Olympia,WA,98502,Retail,Sporting Goods,31237900,2613,1964,47.01545,-122.933728,true,2024-06-18
700,Cedar Consulting,574 Industrial Dr,Vancouver,WA,98664,Healthcare,Telehealth,14485530,3351,1957,46.0,-122.626319,true,2023-08-16
701,Coastal Analytics Group,4496 Adams Rd,Kirkland,WA,98034,Professional Services,Accounting,42749101,374,1989,47.669347,-122.172916,true,2022-06-25
702,Cedar Associates,8943 Oak Ave,Olympia,WA,98506,Healthcare,Pharmaceuticals,6106756,2731,1995,47.073546,-122.946762,true,2020-09-16
703,Summit Enterprises,4854 River Way,Spokane,WA,99206,Technology,Hardware,27792487,1767,2020,47.643452,-117.466187,true,2020-02-25
704,Services Group,497 Sunset Rd,Seattle,WA,98102,Technology,Software,18334363,1013,1998,47.61018,-122.295039,true,2021-06-21
705,Peak Design Inc,8975 Hill St,Yakima,WA,98908,Professional Services,Accounting,13088183,4962,1989,46.643438,-120.560817,true,2024-10-07
706,Puget & Labs Consulting,7823 Willow Dr,Federal Way,WA,98023,Professional Services,Consulting,6295311,1821,2002,47.296258,-122.314931,true,2025-06-02
707,Horizon Innovations Agency,7509 Sunset Pkwy,Kirkland,WA,98033,Professional Services,Legal,26715614,1902,2007,47.665889,-122.150822,true,2021-03-22
708,Cascade Agency,3502 Adams Pkwy,Spokane,WA,99204,Retail,Home Goods,5679680,1158,2001,47.617253,-117.41441,true,2025-04-23
709,Group Industries,2567 Maple Way,Federal Way,WA,98023,Professional Services,Legal,423915,2197,1976,47.267072,-122.31079,true,2025-06-24
710,Metro & Connect Agency,1434 Washington Ln,Federal Way,WA,98003,Manufacturing,Food Processing,25261864,1043,1951,47.375137,-122.341711,true,2021-05-12
711,Coastal & Connect LLC,8082 Lake Ct,Tacoma,WA,98407,Healthcare,Telehealth,26853660,76,1987,47.29437,-122.48636,true,2023-04-20
712,Alpine Consulting,2418 Industrial Ct,Vancouver,WA,98665,Professional Services,Accounting,13771201,3042,2016,46.0,-122.656188,true,2025-04-17
713,The Olympic Services,260 Ridge Ln,Everett,WA,98203,Healthcare,Clinic Services,10139755,3855,1958,48.03125,-122.173584,false,2020-01-23
714,Metro Partners Corp,7779 River St,Kirkland,WA,98034,Professional Services,Legal,42754291,4581,1978,47.643912,-122.258738,true,2020-02-27
715,Bridge Industries,6117 Cherry Dr,Kennewick,WA,99338,Healthcare,Clinic Services,36357035,1660,1959,46.184103,-119.090619,true,2021-02-25
716,The Olympic Logic,5509 Commerce Pkwy,Vancouver,WA,98665,Healthcare,Clinic Services,31819795,1715,1971,46.0,-122.662361,true,2022-08-07
717,Pacific Partners Corp,2344 Monroe Pl,Redmond,WA,98053,Technology,Hardware,44666806,3865,1991,47.6272,-122.122944,true,2021-04-25
718,Urban & Innovations Group,5293 Elm Pkwy,Redmond,WA,98052,Food & Beverage,Bakery,11197876,2276,1968,47.655277,-122.133736,true,2024-12-13
719,Coastal Innovations LLC,6091 Madison Way,Everett,WA,98208,Professional Services,Accounting,14396530,4586,1974,48.002244,-122.193051,true,2022-01-03
720,Tech Studio,5481 Washington Way,Kennewick,WA,99337,Professional Services,Consulting,33791890,107,1984,46.1735,-119.156681,true,2023-01-31
721,Columbia Labs Consulting,9474 Oak Pl,Spokane,WA,99208,Manufacturing,Food Processing,32953508,1424,2010,47.60527,-117.40654,true,2021-03-01
722,The Summit Solutions,2056 Pine Pl,Seattle,WA,98134,Retail,Apparel,47736946,511,1990,47.62355,-122.304403,true,2023-02-10
723,Services Studio,8559 Main Ln,Yakima,WA,98908,Healthcare,Medical Devices,44860095,504,1958,46.57992,-120.489361,true,2025-08-16
724,Columbia & Edge Co,6805 Forest Ave,Tacoma,WA,98405,Professional Services,Accounting,18421933,4593,1994,47.200076,-122.446792,true,2025-03-24
725,Puget Data LLC,3141 Ridge Pkwy,Olympia,WA,98501,Professional Services,Consulting,11413935,86,1977,47.047943,-122.904439,true,2025-02-28
726,Evergreen Solutions Group,6314 Industrial Blvd,Bellevue,WA,98006,Professional Services,Legal,9473834,4629,1990,47.586934,-122.178293,true,2022-02-10
727,The Metro Labs,5918 Canyon Way,Kirkland,WA,98034,Healthcare,Pharmaceuticals,42397465,1397,1954,47.737513,-122.238878,false,2024-04-28
728,Rainier & Works Associates,9137 Commerce St,Tacoma,WA,98409,Food & Beverage,Catering,14191313,2116,1977,47.309251,-122.447938,true,2020-05-08
729,The Soundside Innovations,9740 Maple Way,Kennewick,WA,99338,Technology,Hardware,7070457,2940,1951,46.207025,-119.14393,true,2025-05-01
730,Summit Agency,456 Lincoln Pkwy,Renton,WA,98058,Retail,Apparel,39884127,4719,2005,47.452453,-122.207039,true,2025-04-23
731,Urban Analytics Group,3938 Monroe St,Yakima,WA,98908,Healthcare,Clinic Services,28631277,2207,2023,46.626805,-120.497887,true,2020-04-26
732,Peak Studio,2228 Meadow Ave,Tacoma,WA,98402,Food & Beverage,Catering,20804995,1159,1994,47.300682,-122.393609,true,2021-11-08
733,Rainier LLC,3431 Broadway St,Everett,WA,98203,Technology,Hardware,10394021,4550,1997,47.944049,-122.239352,true,2021-10-14
734,The Evergreen Connect,7693 Pacific St,Renton,WA,98058,Technology,Cybersecurity,8673649,2608,1967,47.495979,-122.202714,true,2023-09-01
735,Alpine & Connect Consulting,540 Sunset Pkwy,Kennewick,WA,99336,Retail,Sporting Goods,15831158,3024,1996,46.221633,-119.135906,true,2020-01-07
736,Olympic Connect Co,3560 Harbor Ln,Olympia,WA,98501,Food & Beverage,Bakery,22839274,3147,1973,47.08975,-122.882531,true,2023-03-13
737,The Coastal Services,8576 Washington Pl,Kirkland,WA,98033,Manufacturing,Metal Fabrication,23288918,831,2001,47.718553,-122.265821,true,2020-02-20
738,The Metro Tech,7021 Pine Dr,Tacoma,WA,98407,Retail,Electronics,17407643,950,2007,47.258962,-122.453921,true,2025-04-23
739,Coastal Craft Enterprises,2563 Main Way,Vancouver,WA,98665,Retail,Home Goods,39654498,2113,1975,46.0,-122.708539,true,2025-02-06
740,Urban Ventures Associates,9919 Canyon Dr,Kent,WA,98035,Technology,Cybersecurity,22696674,2427,1953,47.353806,-122.275414,true,2022-01-02
741,Edge Corp,699 Cherry Rd,Kirkland,WA,98033,Retail,Sporting Goods,5690289,4383,1962,47.622102,-122.231044,true,2021-08-15
742,Metro & Edge Co,9423 Madison Ave,Spokane,WA,99202,Manufacturing,Food Processing,21966981,3054,1954,47.707126,-117.448554,true,2021-02-18
743,Rainier Design Enterprises,3113 Market St,Kent,WA,98035,Food & Beverage,Restaurant,7863178,1570,2023,47.360533,-122.213591,true,2023-05-26
744,The Harbor Connect,4602 Forest Dr,Olympia,WA,98501,Food & Beverage,Catering,40625533,3266,1973,47.063311,-122.95414,true,2023-01-21
745,The Olympic Labs,9915 Ridge St,Seattle,WA,98108,Manufacturing,Aerospace,15137735,149,1991,47.552246,-122.340281,true,2023-03-24
746,The Soundside Craft,9236 Main Way,Vancouver,WA,98662,Professional Services,Marketing,21500865,2838,2006,46.0,-122.653827,true,2025-08-05
747,The Northwest Bridge,9296 Spring St,Redmond,WA,98052,Food & Beverage,Catering,35590300,3025,1988,47.690758,-122.149317,true,2023-07-15
748,Summit & Edge Associates,7170 Division Ave,Everett,WA,98204,Professional Services,Marketing,37392021,4021,1980,47.923548,-122.185016,true,2021-06-23
749,Puget Group,2706 Cherry Ct,Kent,WA,98035,Food & Beverage,Restaurant,23673972,1784,2003,47.331638,-122.263803,false,2023-02-16
